Start,License Number,Expdttm,Issdttm,Company,Inactive,Inactive Date
04/20/2012,371901,,04/20/2012,STOKES SOLAR,N,
04/20/2012,371903,,04/20/2012,DAYSTAR NATURA,Y,04/07/2014
12/01/2011,371907,06/20/2014,04/20/2012,RAMON ANTIGUA,N,
04/20/2012,371908,,04/20/2012,LINETTE METRO CAB,N,
05/01/2012,371909,06/20/2014,04/20/2012,SAGRADO CORAZON,Y,06/20/2014
01/05/2005,345099,,01/30/2009,JACKSON HEWITT TAX SERVICE,N,
01/05/2005,345099,,01/30/2009,JACKSON HEWITT TAX SERVICE,N,
01/05/2005,345102,,01/30/2009,JACKSON HEWITT TAX SERVICE,N,
01/05/2005,352600,02/01/2012,01/30/2009,JACKSON HEWITT TAX SERVICE,Y,02/01/2012
01/05/2005,345098,,01/29/2009,JACKSON HEWITT TAX SERVICE,N,
01/05/2005,357890,,01/30/2009,JACKSON HEWITT TAX SERVICE,N,
01/05/2007,345101,,02/25/2010,JACKSON HEWITT TAX SERVICE,N,
01/03/2007,345109,,,MADISON SETTLEMENT,N,
09/01/2005,345130,,01/04/2007,LAKERAIL LLC,N,
11/10/2006,345166,,,ROBERT BURKE,N,
10/20/2006,345169,,,ANGEL ANDINO,N,
10/23/2006,345172,,,TIMMIE WENRICH,N,
10/27/2006,345175,,,ROBINSON JEAN,N,
10/05/2006,345195,,,RAMONA CARABALLO,N,
09/27/2006,345220,,,PAULETTE PHILLIPS LACOURT,N,
09/21/2006,345221,,,RUTH P ROSSI,N,
07/01/2005,345225,04/16/2009,,STAFFMARK LLC NORTHEAST,Y,04/16/2009
01/01/2007,345227,,,PRECISIONFORM RIVET INC,N,
01/01/2007,345230,,01/05/2007,ANGELO PAGNOTTI INC,N,
01/01/2007,345231,11/14/2011,01/05/2007,THE HANDYMAN,Y,10/22/2013
05/01/2007,345232,03/06/2014,01/05/2007,ALEJANDRO GARCIA,Y,03/10/2014
03/01/2007,345237,12/31/2007,01/05/2007,C AND A VARIETIES,N,
01/02/2007,345246,01/01/2008,01/05/2007,D & M CONSTRUCITON,N,
08/01/2006,345248,,01/05/2007,CHARLEMAGNE BENJAMIN,N,
12/18/2006,345010,,,NATIONAL LAND TRANSFER CORP,N,
12/18/2006,345011,,,RENAISSANCE SETTLEMENTS LLC,N,
04/01/2006,345014,,12/18/2006,BEAUTIFUL SKIN FOR ALL AGES,N,
08/01/2004,345032,,12/21/2006,CATHERINE WATSON,N,
11/30/2006,345224,,,RAFAEL NIEVES,N,
05/07/2006,345858,,,PDS ENGINEERING SERVICES,Y,04/22/2008
01/01/2006,346039,01/25/2012,01/24/2007,JEAN & MIMOSE BRUTUS,Y,01/25/2012
01/01/2006,346048,,01/24/2007,WELLINGTON SALINAS,N,
06/01/2006,346050,,01/24/2007,MIGUEL & MARIA DIFRANCISCO,N,
10/01/2006,346051,,01/24/2007,FREDDY R LOPEZ,N,
01/01/2007,346052,,01/24/2007,ANTOINE H HILAIRE,N,
01/01/2006,346060,12/31/2006,01/25/2007,KATHLEEN RHODE,Y,09/13/2007
01/01/2006,346111,,01/26/2007,JON & CHRISTINE SHOEMAKER,N,
01/01/2006,346112,,01/26/2007,INGRID RAMOS CABA,N,
01/01/2006,346113,,01/26/2007,VLADIMIR CABA,N,
01/01/2006,346114,,01/26/2007,CONCEPCION MARTINEZ,N,
01/01/2005,346115,,01/26/2007,BBM HOLDINGS LLC,Y,01/18/2013
01/01/2006,346117,,01/26/2007,ERIC & KRISTEN BACHMAN,N,
04/21/2006,346118,,01/26/2007,MIND BAR LLC,N,
01/01/2006,346120,,01/26/2007,MINGUCHA SERVICES,N,
03/01/2008,346121,,01/26/2007,JUSTIN HARTMAN,N,
01/24/2007,346122,,01/26/2007,ROSY SANTANA,N,
04/01/2006,346123,05/10/2013,01/26/2007,B2 PROPERTIES,Y,05/10/2013
01/01/2006,346128,,02/06/2007,JESSE ROMAN,N,
03/01/2007,346804,,12/22/2008,G & C GROCERY & DELI LLC,Y,08/06/2013
03/01/2007,346290,,02/06/2007,G & C GROCERY & DELI LLC,N,
01/01/2007,346867,,,JOHN A BOCCABELLA,N,
01/01/2006,345055,,12/22/2006,EGAN CAR WASH INC,N,
12/29/2006,345093,12/31/2010,12/29/2006,PENN PROPERTIES LLC,N,
01/26/2007,346369,03/08/2012,02/12/2007,O J AUTO REPAIR AND NOTARY,Y,03/08/2012
08/11/2004,346372,,,SURETY ADMINISTRATORS INC,N,
02/01/2007,346465,,,THE LOS ANGELES KINGS HOCKEY C,Y,04/22/2008
01/10/2005,378015,,,READING TATTOO CO.,N,
01/10/2005,346351,,02/16/2007,READING TATTOO CO.,N,
01/01/2006,346898,12/16/2006,,BEST PEST CONTROL LLC,Y,03/20/2007
01/01/2007,346901,,,NAVIGANT CONSULTING,N,
02/01/2007,346906,,03/15/2007,LOSTMINDZ ENTERTAINMENT,N,
03/12/2007,346908,06/01/2007,03/15/2007,ROSSY TRIFF SHOP,Y,09/07/2007
01/01/2007,346914,06/18/2007,03/15/2007,PERALTA MINI MARKET,N,
03/01/2007,346916,01/01/2008,03/15/2007,MICHAEL'S CARPENTRY,Y,05/10/2013
03/01/2007,346918,,03/15/2007,LA ALTAGRACIA GROCERY,N,
01/01/2007,346922,,03/15/2007,RUBY FASHION,N,
03/10/2006,346925,,03/15/2007,RAINBOW # 311,N,
03/09/2007,346932,07/27/2007,03/15/2007,COCINA SABROSA,Y,01/03/2008
03/01/2007,346933,01/01/2008,03/15/2007,R & R LANDSCAPING,N,
03/01/2007,346934,01/01/2008,03/15/2007,ITS WEBSITES LLC,N,
03/01/2007,346935,08/31/2009,03/15/2007,EZ FURNITURE PLUS,N,
02/01/2007,346936,,03/15/2007,RAFAEL A CAMILO,N,
12/01/2006,345936,12/31/2007,07/05/2007,DYNAMITE SUBS,Y,03/01/2011
12/01/2006,366388,,,DYNAMITE SUBS,N,
12/01/2006,345312,08/29/2013,01/05/2007,DYNAMITE SUBS,Y,08/29/2013
01/03/2007,345317,,01/05/2007,USA ROYAL FURNITURE,N,
10/24/2006,345320,,01/05/2007,JOSE TAVERAS,N,
04/01/2006,345321,,01/05/2007,KBG,N,
12/13/2006,345322,,01/05/2007,DONALD I SCHWAB JR,N,
01/04/2007,345323,12/31/2007,01/05/2007,INSTANT COURIER,N,
01/04/2007,345328,,01/05/2007,DECIRE BEAUTY SALON,N,
06/01/2006,345330,,01/05/2007,JOSE L HIDALGO,N,
,345935,12/31/2007,05/09/2007,MAMBO'S RESTAURANT,Y,09/11/2007
01/01/2006,347091,06/27/2013,03/21/2007,MARCOS COLON,Y,06/27/2013
08/01/2006,348087,,04/25/2007,EDWARD WALTMAN JR,N,
10/13/2005,348089,,04/25/2007,MAGGILA DESIR,N,
08/01/2006,348091,10/30/2014,04/25/2007,M 5 CAPITAL INVESTMENTS,N,
06/01/2006,348092,,04/25/2007,CLARIDILIA RIVERA,N,
06/01/2006,348095,12/31/2007,04/25/2007,EDEL CASTILLO,Y,09/11/2008
02/10/2006,348096,01/01/2008,04/25/2007,SHERYL ALTIDOR,Y,09/24/2012
03/01/2006,348099,,04/25/2007,BREMEN ENTERPRISES LLC,N,
05/01/2006,348100,01/01/2008,04/25/2007,PABLO DOMINGUEZ,N,
04/01/2006,348101,,04/25/2007,H R PROPERTIES,N,
03/15/2006,348105,06/28/2013,04/25/2007,KEVIN LAMBERT,Y,06/28/2013
03/03/2007,348106,,04/25/2007,PAH INVESTORS LLC,N,
03/01/2006,348107,01/01/2008,04/25/2007,ANGELA ANDALCIO,N,
03/01/2006,348108,10/29/2014,04/25/2007,INDEPENDENCE PROPERTY INVEST,N,
10/01/2006,348109,,04/25/2007,ANTOLIN E RODRIGUEZ,N,
01/18/2007,348110,,04/25/2007,PETER & RHONDA WAWRZYNIAK,N,
02/28/2006,348111,01/01/2008,04/25/2007,THOMAS & DENISE BENNETT,N,
09/13/2006,348112,11/03/2011,04/25/2007,SOUTHSIDE INVESTMENTS LLC,Y,10/29/2013
06/01/2003,348113,,04/25/2007,KOSTAS SCLAVOS,N,
05/01/2007,348288,,,COYNE CHEMICAL CO INC,N,
,348514,12/31/2007,05/22/2007,EMELY GROCERY,Y,07/31/2009
01/17/2011,366936,04/29/2013,09/07/2011,"TEH REALTY VII, LLC",Y,04/29/2013
02/11/2011,366935,04/29/2013,09/07/2011,"TEH REALTY VI, LLC",Y,04/29/2013
02/11/2011,366939,04/29/2013,09/07/2011,"TEH REALTY V, LLC",Y,04/29/2013
02/11/2011,366937,04/29/2013,09/07/2011,"TEH REALTY IX, LLC",Y,04/29/2013
05/10/2011,366961,,09/07/2011,"EQUITY & PROPERTY SOLUTIONS, L",N,
03/01/2011,366966,,09/07/2011,FRANCISCO GONZALEZ,N,
05/11/2011,366987,,09/07/2011,RAFAEL DELAROSA,N,
03/15/2011,366988,,09/07/2011,SOTOMAYOR MEDICAL PRACTICE,N,
05/06/2011,367107,,05/23/2011,JUAN R MARTINEZ,N,
05/18/2011,367109,10/11/2011,05/23/2011,CHRISTOPHER WATKINS PINNACLE,Y,10/11/2011
,367113,10/11/2011,05/23/2011,ALEXIS OJEDA PINNACLE,Y,10/11/2011
05/22/2011,367117,10/11/2011,05/23/2011,CHRISTOPHER M JENKINS PINNACLE,Y,10/11/2011
05/23/2011,367121,10/11/2011,05/23/2011,LLOYD HOWELL PINNACLE,Y,10/11/2011
06/01/2011,367122,,05/23/2011,ANTONIO BATISTA,N,
05/25/2011,367163,,09/07/2011,ERIC M RIOS,N,
10/01/2010,367227,,06/02/2011,CLARA COLLADO,N,
06/03/2011,367229,,06/02/2011,JUNIOR'S BOUTIQUE,N,
06/03/2011,367245,12/31/2011,,JUNIOR'S BOUTIQUE,Y,10/09/2013
06/16/2011,367322,11/04/2013,09/08/2011,CJ'S AUTO REPAIR NOTARY,Y,11/04/2013
07/01/2011,367324,,09/08/2011,TERRY SCHEIDT L,N,
07/01/2011,367343,,06/20/2011,MARITZA RUIZ,N,
09/24/2011,368581,10/16/2013,10/28/2011,THOMAS SOUL FOOD FOR THE SPIRI,Y,10/16/2013
12/01/2011,370132,,12/23/2011,FINANCIAL MANAGEMENT SERVICES,N,
11/01/2009,370172,,12/23/2011,SCHOFIELD JOSHUA AND SUSAN,N,
09/30/2011,370177,,12/23/2011,CASHING IN REALTY LLC,N,
09/30/2011,58209250H,06/30/2014,07/01/1994,CASHING IN REALTY LLC,N,
01/01/2011,366944,,09/07/2011,"FALCON PRODUCTIONS, LLC",N,
05/10/2011,366962,12/31/2011,,ELITES,N,
05/10/2011,366959,,09/07/2011,ELITES,N,
06/01/2011,367002,,09/07/2011,RAYMOND LAGOMARSINO,N,
06/01/2011,367003,,09/07/2011,SHAILYN PEREZ/RAFAEL RODRIGUEZ,N,
05/13/2011,367004,,09/07/2011,LUIS SALINAS,Y,07/17/2014
05/16/2011,367013,,09/07/2011,DARLENY DIAZ,N,
05/16/2011,367014,,09/07/2011,EDUVIGES MERCADO,Y,02/25/2013
06/01/2011,367018,,09/07/2011,MELVIN MARTIN,N,
05/16/2011,367019,,09/07/2011,SHIRAZ PROPERTIES INC,N,
01/11/2011,367104,,09/07/2011,JAMES & IOANA KINTZER,N,
05/25/2011,367126,,05/24/2011,MG CAPITAL REFUNDS,N,
05/24/2011,367134,01/17/2014,09/07/2011,FUENTE GROCERY,N,
05/24/2011,367132,06/20/2014,09/07/2011,ANGEL 2ND HAND STORE,Y,06/20/2014
09/01/2010,367279,,06/09/2011,ANDRES LORENZO,N,
01/01/2009,367386,,06/21/2011,ELMARZOUKY ALAA RENTALS,N,
01/26/2011,367396,11/14/2014,06/21/2011,JOTTAN INC,Y,11/14/2014
03/01/2005,367397,,06/21/2011,RAMON & YULIS CARABALLO,N,
06/22/2011,367479,01/10/2012,06/22/2011,SACRED LIGHT CIR LISA MILLER,Y,01/10/2012
04/01/2011,370481,,01/10/2012,LEIDA ORTIZ,N,
08/01/2011,370593,,02/06/2012,GERALDO VARGAS,N,
01/01/2012,370595,,02/06/2012,ROSA A FLORES,N,
05/03/2009,370603,,01/23/2012,FELIX TORRES,N,
02/01/2012,370627,,02/06/2012,AMIGO'S PIZZA,N,
02/01/2012,370693,,,AMIGO'S PIZZA,N,
01/01/2006,346810,06/01/2008,03/12/2007,CHIRSTOPHER J KOSENSKE LTD,Y,10/29/2013
01/01/2007,346823,,,NESSCO ENTERPRISES LLC,N,
11/09/2006,346824,06/30/2008,,G & H SERVICES LTD,Y,10/24/2008
11/20/2000,346846,,06/27/2013,MILLER ENVIRONMENTAL INC,N,
01/01/2004,346937,,03/15/2007,THE HYDE FINANCIAL GROUP,N,
01/01/2006,347001,,03/20/2007,TENAGLIA REALTY LLC,N,
01/01/2006,347002,,03/20/2007,JANET GOMEZ,N,
01/01/2006,347003,,03/20/2007,ABLE MANAGEMENT LLC,N,
06/01/2006,347004,01/01/2008,03/20/2007,JOHNNY ABREU,N,
08/25/2006,347007,,03/20/2007,NATHANIEL SEWNAUTH,N,
07/01/2005,347011,,03/20/2007,RIESLING PROPERTIES CORP,N,
01/01/2007,347014,10/21/2010,03/20/2007,ANA SILVIA ROSARIO,Y,10/21/2010
03/30/2006,347016,,03/20/2007,DML PROPERTIES LLC,N,
01/01/2006,347018,,03/20/2007,PEDRO J PADILLA,N,
01/01/2006,347019,01/13/2012,03/20/2007,ODEN GOMEZ/CESAR PINA,Y,01/13/2012
04/01/2006,347020,,03/20/2007,J & B INVESTMENTS INC,N,
06/02/2006,347021,,03/20/2007,VICTOR ASITIMBAY,N,
03/02/2006,347022,,03/20/2007,TKLK ASSOCIATES LLC,N,
05/01/2006,347023,,03/20/2007,ROSA ESCAMILLA,N,
04/01/2006,347024,,03/20/2007,JOSE B ABREU,N,
05/21/2006,347025,,03/20/2007,GABRIEL LA PAZ,N,
02/14/2006,347026,,03/20/2007,SHERRIE Y YOUNG,N,
01/01/2006,347028,02/24/2014,03/20/2007,KEVIN NEFF,Y,03/05/2014
02/16/2007,347029,,03/20/2007,WCF PROPERTIES LLC,N,
05/08/2006,347030,05/10/2013,03/20/2007,RAGHDA ZABATT,Y,05/10/2013
06/30/2006,347031,01/01/2008,03/20/2007,NICHOLAS LUCHETTA,Y,08/16/2012
01/01/2005,347131,12/31/2005,04/12/2007,HAFIA RECALO,N,
01/01/2007,347456,,04/04/2007,HENSLEY PROPERTIES LLC,N,
04/11/2007,347627,,,ACULINK MORTGAGE SOLUTIONS LLC,N,
,17011600,12/31/2006,01/06/2006,BRAVO'S CLASSIC CATERING,Y,12/11/2009
01/01/2006,347165,06/01/2007,03/23/2007,STEVE & ILDIKO ASZTALOS,Y,09/19/2008
01/01/2006,347193,01/01/2008,03/26/2007,MARLENE DEETJEN,Y,01/25/2010
01/01/2006,347196,,03/26/2007,MARISOL MELENDEZ,N,
04/01/2006,347197,,03/26/2007,MICHAEL PUPO,N,
01/01/2006,347198,,03/26/2007,RICHBORO REAL ESTATE LLC,N,
10/01/2006,347199,03/13/2014,03/26/2007,NATHAN FISHER,Y,03/13/2014
02/20/2006,347200,,03/26/2007,SCOTT & CYNTHIA KOLB,N,
01/01/2006,347201,,03/26/2007,HIRAN CARRASCO,N,
01/01/2006,347202,,03/26/2007,JOSE MUNGUIA,Y,12/27/2013
01/01/2006,347203,01/01/2008,03/26/2007,PAT CATULLO,Y,05/10/2013
01/01/2006,347204,,03/26/2007,MAXIMO CENTENO JR,N,
01/01/2006,347620,12/31/2009,,RONELL MANAGED SERVICES LLC,Y,10/29/2010
08/01/2006,347787,,04/16/2007,DADDY'S BAR & GRILL,N,
01/01/2007,347820,,,LEIDY'S INC,N,
03/16/2007,347822,08/31/2010,04/17/2007,DESSERTS FROM A-Z,N,
08/01/2008,347826,,04/17/2007,MAGIC VIDEO INC DBA SQS MOVIES,N,
02/01/2007,347827,12/31/2009,04/17/2007,MONUMENTO RESTAURANT,Y,10/29/2013
04/04/2007,347835,,04/17/2007,WENGER'S BAKERY,N,
01/01/2007,347843,02/07/2013,04/17/2007,UGI HVAC SERVICES INC,Y,02/07/2013
04/17/2007,347857,,,INUVA INFO MGMT INC,N,
06/01/2005,347867,,04/17/2007,ET ELECTRIC LLC,N,
04/19/2007,347883,06/28/2013,04/18/2007,MARGARITA'S TACOS,Y,06/28/2013
04/30/2007,347960,,,ST JOSEPH MEDICAL GROUP,N,
12/01/2011,372451,,06/11/2012,TEH REALTY 17 LLC,N,
01/02/2007,346488,,02/21/2007,A C AUTO SALES,N,
12/31/2006,346496,,,ZALE DELAWARE INC,N,
01/01/2007,346659,03/01/2005,,TODD J DOERRMAN,Y,03/08/2007
06/26/2006,347094,09/30/2007,03/21/2007,JA LO LEE LLC,Y,04/13/2009
03/22/2007,347122,,,EXPRESS FINANCIAL SERVICE,N,
03/22/2007,347123,,,FLEETWOOD SETTLEMENT SERVCIES,N,
03/22/2007,347125,,,LENDERS EDGE SETTLEMENT SERVIC,N,
08/03/2006,343711,,08/03/2006,PAYLESS SHOESOURCE INC,N,
01/01/2006,347207,,03/27/2007,RAFAEL L GOMEZ,N,
01/01/2006,347212,01/01/2008,03/27/2007,RYNA R KHAN,N,
01/01/2006,347214,,03/27/2007,JOHN E REIFSNYDER,N,
01/01/2006,347215,12/31/2006,03/27/2007,KENNETH ROHRBACH,Y,12/31/2006
10/01/2006,347216,01/31/2013,03/27/2007,T A FRANKLIN & P M ROCHESTER,N,
03/01/2006,347217,,03/27/2007,C & Z REALTY LLP,N,
11/01/2006,347219,,03/27/2007,JOSE MUNOZ,N,
01/01/2006,347220,,03/27/2007,JOAQUIN BOURDIER,N,
03/01/2006,347221,,03/27/2007,RONALD B SELTMANN JR,N,
01/01/2005,347223,,03/27/2007,ABLE PROPERTIES,N,
12/30/2005,347224,12/31/2007,03/27/2007,JOHN T KINCH,Y,10/29/2013
03/15/2006,347226,,03/27/2007,PHONE NHATAVONG,N,
02/01/2006,347228,,03/27/2007,INGRID M COLLADO,N,
04/27/2006,347229,,03/27/2007,CIRA DELGADO,N,
10/01/2005,347235,,03/27/2007,LUIS MANUEL LORA,N,
05/01/2006,347239,01/12/2012,03/27/2007,MZ INVESMENT LLC,Y,01/12/2012
05/01/2005,347240,07/31/2012,03/27/2007,THE AMISH PLACE LLC,Y,07/31/2012
01/01/2006,347241,,03/27/2007,RLH ENTERPRISES,Y,12/03/2012
04/01/2006,347242,12/31/2009,03/27/2007,JOHN HUNTER JR,Y,07/27/2010
03/17/2006,347244,,03/27/2007,BROOKS MACAULEY INVESTMENT LLC,N,
02/01/2005,346506,,03/06/2007,LABOR STAFFING SERVICES LLC,Y,03/20/2007
02/01/2006,347245,,03/27/2007,STEVE BARNETT RENTALS,N,
10/01/2006,347257,,03/27/2007,DORA C MENDOZA,N,
01/27/2006,347258,01/01/2008,03/27/2007,DAVID COHEN,Y,05/10/2013
09/01/2006,347259,,03/27/2007,DONNA GALLEN,N,
06/01/2006,347260,06/18/2014,03/27/2007,PATRICK M KELSEY,N,
01/01/2006,347266,02/06/2014,03/27/2007,MARIA REYES,Y,03/04/2014
06/01/2003,347359,08/31/2007,03/30/2007,LAW OFFICE OF JOHN D BUCOLO,N,
,347479,,04/05/2007,MATTHEW EICHERT,N,
11/13/2006,347480,,,PRODUCTION PROCESSING INC,N,
01/01/2006,347498,01/02/2006,04/05/2007,BRODIE & RUBINSKY PC,N,
02/13/2007,347679,,,ROBERTSON PERNELLA,N,
01/15/2007,347680,,,LISSIE MORALES,N,
01/23/2007,347681,,,CARMEN VEGA,N,
02/23/2007,347682,,,RICARDO SEDA,N,
03/23/2007,347683,,,PABLO GONZALEZ,N,
03/19/2007,347684,,,JANET RODRIGUEZ,N,
03/20/2007,347802,08/01/2007,04/17/2007,NUEVA IMAGEN TRANSPORTATION,Y,10/10/2007
01/05/2007,347808,,,TURNTECH,N,
04/03/2007,356605,12/31/2008,,SAPITO,Y,09/01/2008
04/03/2007,347816,,04/17/2007,SAPITO,Y,10/07/2014
02/22/2012,372452,,06/11/2012,TEH REALTY 18 LLC,N,
01/13/2012,372453,,06/11/2012,TEH REALTY 19 LLC,N,
11/01/2011,372454,,06/11/2012,TEH REALTY 20 LLC,N,
07/18/2011,372455,,06/11/2012,TEH REALTY 21 LLC,N,
05/01/2011,372456,,06/11/2012,TEH REALTY 22 LLC,N,
08/01/2011,372457,,06/11/2012,TEH REALTY 23 LLC,N,
02/01/2013,372458,,06/11/2012,TEH REALTY 24 LLC,N,
09/12/2011,372459,,06/11/2012,TEH REALTY 25 LLC,N,
02/01/2012,372460,,06/11/2012,TEH REALTY 26 LLC,N,
09/01/2011,372461,,06/11/2012,TEH REALTY 27 LLC,N,
08/15/2012,372462,,06/11/2012,TEH REALTY 28 LLC,N,
01/01/2013,372464,,06/11/2012,TEH REALTY 29 LLC,N,
07/01/2012,372468,,06/11/2012,TEH REALTY 30 LLC,N,
02/07/2012,372476,,06/11/2012,TEH REALTY 31 LLC,N,
02/06/2012,372479,,06/11/2012,TEH REALTY 32 LLC,N,
07/01/2011,372480,,06/11/2012,TEH REALTY 33 LLC,N,
02/03/2012,372482,,06/11/2012,TEH REALTY 34 LLC,N,
02/23/2012,372483,,06/11/2012,TEH REALTY 35 LLC,N,
01/01/2012,372484,,06/11/2012,TEH REALTY 36 LLC,N,
10/17/2011,372485,,06/11/2012,TEH REALTY 37 LLC,N,
04/01/2012,372486,,06/11/2012,TEH REALTY 38 LLC,N,
02/24/2012,372488,,06/11/2012,TEH REALTY 40 LLC,N,
01/23/2012,372490,,06/11/2012,TEH REALTY 44 LLC,N,
10/31/2011,372491,,06/11/2012,TEH REALTY 49 LLC,N,
09/07/2011,372492,,06/11/2012,TEH REALTY 50 LLC,N,
04/16/2012,372493,,06/11/2012,TEH REALTY 51 LLC,N,
01/26/2012,372494,,06/11/2012,TEH REALTY 54 LLC,N,
05/01/2012,372495,,06/11/2012,TEH REALTY 59 LLC,N,
05/01/2012,372496,,06/11/2012,TEH REALTY 42 LLC,N,
04/01/2012,372497,,06/11/2012,TEH REALTY 39 LLC,N,
07/01/2012,372498,,06/11/2012,TEH REALTY 41 LLC,N,
03/21/2007,348117,06/28/2013,04/26/2007,INFINITY REAL ESTATE INVESTMEN,Y,06/28/2013
05/01/2007,348119,01/01/2008,04/26/2007,ENTRUSTCAMA/TIMOTHY GALLAGHER,N,
01/01/2000,348120,,04/26/2007,SIDNEY & ESTHER BRATT,N,
04/01/2007,348125,,04/26/2007,ALL WEATHER GENERAL RENTAL,N,
04/01/2007,348126,,04/26/2007,JHON CELIS,N,
04/01/2007,348129,,04/26/2007,MERCEDES BELLO,N,
05/01/2006,348132,,04/26/2007,DIANA SAETEROS,N,
01/01/2002,348134,10/22/2014,04/26/2007,MARTIN & JUDITH PALKO,Y,10/22/2014
06/01/2006,348135,01/01/2008,04/26/2007,MENDEZ MANAGEMENT LLC,N,
06/01/2006,348136,,04/26/2007,MONY MATTHEW,Y,01/29/2013
05/01/2006,348137,,04/26/2007,BRIAN KUMAHOR,N,
06/15/2006,348138,,04/26/2007,AJIBOLA ADEKOLA,N,
05/20/2007,348139,11/14/2011,04/26/2007,USA PETRO,N,
11/01/2006,348141,,04/26/2007,AFFORDABLE RENTALS LLC,N,
02/01/2006,348144,01/01/2008,04/26/2007,ANA DAMASO,N,
04/15/2007,348145,,04/26/2007,MAGIE'S BEAUTY SALON,N,
04/10/2007,348146,11/07/2011,04/26/2007,SANDWICHERA EL PUNTO,Y,10/29/2013
04/10/2007,349621,12/31/2007,06/20/2007,SANDWICHERA EL PUNTO,Y,01/27/2009
01/01/2007,348149,,11/22/2013,READING DOVE CHRISTIAN MINISTR,N,
04/10/2007,348150,01/01/2008,04/26/2007,ABREU SUPER GROCERY,Y,06/28/2013
06/15/2006,348151,01/01/2008,04/26/2007,PARAMOUNT REALTY OF PA LLC,N,
04/16/2007,348152,11/30/2008,04/26/2007,FINE SPECIALTIES,Y,10/29/2013
01/01/2007,348153,12/31/2007,04/26/2007,LENNY'S HAULING,Y,10/22/2013
04/18/2007,348154,01/01/2008,04/26/2007,FELITO GROCERY,Y,10/29/2013
04/18/2007,348441,12/31/2007,05/10/2007,FELITO GROCERY,Y,08/25/2010
05/28/2007,348155,12/31/2007,04/26/2007,LEHIGH BIKE RENTAL,Y,09/22/2008
04/18/2007,348157,01/01/2008,04/26/2007,TICE METRO CAB,N,
04/15/2007,348158,01/13/2010,04/26/2007,FILPO METRO CAB,Y,01/13/2010
03/01/2007,348159,01/01/2008,04/26/2007,KURTZ METRO CAB,N,
01/01/2014,348160,,04/26/2007,ALBINO METRO CAB,N,
01/01/2007,348161,01/01/2008,04/26/2007,KRAMER METRO CAB,N,
04/24/2007,348044,,,PROFESSIONAL LAND TRANSFER,N,
04/24/2007,348045,,,COUNTRYWIDE SETTLEMENT & CLOSI,N,
06/01/2006,348049,,04/24/2007,JOE DETTORE,N,
01/01/2007,348050,01/01/2008,04/24/2007,HORACE HELM,Y,10/29/2013
06/01/2006,348053,12/31/2008,04/24/2007,DAVID DE JESUS & MARITZA CONCE,Y,01/17/2012
09/01/2006,348054,,04/24/2007,EDITH KENOL,N,
01/01/2006,348058,01/01/2008,04/24/2007,CAROLYN POWERS,N,
01/01/2006,348060,,04/24/2007,HORIZON LINE PROPERTIES LLC,N,
05/01/2006,348062,,04/24/2007,RAMON A MEDINA,N,
05/01/2006,348065,04/25/2008,04/24/2007,FABIO TAVERAS,Y,04/25/2008
01/01/2006,348066,06/01/2013,04/24/2007,MARCUS RABWIN,N,
06/01/2006,348067,,04/24/2007,LYLE C GREISS,N,
06/01/2006,348068,,04/24/2007,JAIYA/NARENDRA BALKARRAN,N,
06/01/2006,348077,11/07/2013,04/25/2007,LYUDMILA BRODSKY,Y,11/07/2013
10/01/2006,348080,,04/25/2007,LISA MAUDSLEY-WOOD,N,
06/06/2006,348082,05/10/2013,04/25/2007,NAJKAL REAL ESTATE,Y,05/10/2013
06/01/2006,348083,,04/25/2007,LIBIA OVALLES,N,
05/01/2006,348084,,04/25/2007,SAMUEL SCOTT,N,
10/01/2005,348085,,04/25/2007,TERRELL & LISVETTE HILL,N,
02/20/2006,348086,,04/25/2007,EDWARD & JOLYN OSTROWSKI,N,
,348140,12/31/2008,03/07/2008,DIANNE GILDNER SNACKS,Y,12/31/2007
,348143,12/31/2007,04/26/2007,DIANNE GILDNER SNACKS,Y,12/31/2007
04/01/2010,364173,,06/04/2010,R&B AUTO SALES,N,
12/01/2007,356953,,09/30/2008,GROH FLOWERS BY MAUREEN,N,
06/23/2014,369927,,12/22/2011,TED CHASE DBA,N,
03/01/2012,370097,10/14/2013,12/23/2011,NURSING ON DEMAND,Y,10/14/2013
08/01/2006,348162,11/09/2011,04/26/2007,ANDY METRO CAB,N,
10/27/2011,370159,,12/06/2011,CITI WIRELESS,N,
10/01/2011,370161,,12/06/2011,ESTHER R PADILLA,N,
12/08/2011,370211,10/28/2013,12/23/2011,CHAVALIER FASHION,Y,10/28/2013
12/13/2011,370463,,,LA GOURMET AFRICAN RESTAURANT,Y,01/09/2013
12/13/2011,370251,10/28/2013,12/23/2011,LA GOURMET AFRICAN RESTAURANT,Y,10/28/2013
12/13/2011,370253,11/06/2013,12/23/2011,FALLEN ANGELS,Y,11/06/2013
01/01/2012,370254,,12/23/2011,MARIO EMILIO CIPRIAN,N,
12/13/2011,370264,06/13/2014,12/23/2011,XTREME ENERGY,N,
09/01/2011,370308,,12/21/2011,SANDMAN LAW OFFICE PC,N,
12/21/2011,370309,,12/21/2011,JONES LANG LASALLE AMERICAS IN,N,
01/01/2012,370503,01/16/2013,02/06/2012,BERUDA TRUCK AND AUTO SERVICE,Y,01/16/2013
01/01/2012,370531,,01/12/2012,LA UNION MINI MARKET,N,
01/01/2012,372087,,,LA UNION MINI MARKET,N,
